result,center,east,south_east,south
TOP_EMPTY,Door,Wall,StairS,StairS
TOP_EMPTY_SOUTHSTAIRE,Door,Wall,StairS,StairE
TOP_EMPTY_SOUTHSTAIRW,Door,Wall,StairS,StairW
TOP_EMPTY,Door,Wall,StairE,Empty
TOP_EMPTY_SOUTHWALLCORNER,Door,Wall,StairE,Wall
TOP_EMPTY,Door,Wall,StairE,Door
TOP_EMPTY_SOUTHSTAIRN,Door,Wall,StairE,StairN
TOP_EMPTY,Door,Wall,StairE,StairS
TOP_EMPTY_SOUTHSTAIRE,Door,Wall,StairE,StairE
TOP_EMPTY_SOUTHSTAIRW,Door,Wall,StairE,StairW
TOP_EMPTY_SOUTHEASTSTAIRWFULL,Door,Wall,StairW,Empty
TOP_EMPTY_SOUTHWALLHORIZONTAL_SOUTHEASTSTAIRWFULL,Door,Wall,StairW,Wall
TOP_EMPTY_SOUTHEASTSTAIRWFULL,Door,Wall,StairW,Door
TOP_EMPTY_SOUTHSTAIRN_SOUTHEASTSTAIRWFULL,Door,Wall,StairW,StairN
TOP_EMPTY_SOUTHEASTSTAIRWFULL,Door,Wall,StairW,StairS
TOP_EMPTY_SOUTHSTAIRE_SOUTHEASTSTAIRWFULL,Door,Wall,StairW,StairE
TOP_EMPTY_SOUTHSTAIRW_SOUTHEASTSTAIRWFULL,Door,Wall,StairW,StairW
TOP_EMPTY,Door,Door,Empty,Empty
TOP_DOOR_SOUTHWALLCORNER,Door,Door,Empty,Wall
TOP_EMPTY,Door,Door,Empty,Door
TOP_EMPTY_SOUTHSTAIRN,Door,Door,Empty,StairN
TOP_EMPTY,Door,Door,Empty,StairS
TOP_EMPTY_SOUTHSTAIRE,Door,Door,Empty,StairE
TOP_EMPTY_SOUTHSTAIRW,Door,Door,Empty,StairW
TOP_EMPTY,Door,Door,Wall,Empty
TOP_DOOR_SOUTHWALLHORIZONTAL,Door,Door,Wall,Wall
TOP_EMPTY,Door,Door,Wall,Door
TOP_EMPTY_SOUTHSTAIRNFULL,Door,Door,Wall,StairN
TOP_EMPTY,Door,Door,Wall,StairS
TOP_EMPTY_SOUTHSTAIRE,Door,Door,Wall,StairE
TOP_EMPTY_SOUTHSTAIRW,Door,Door,Wall,StairW
TOP_EMPTY,Door,Door,Door,Empty
TOP_DOOR_SOUTHWALLCORNER,Door,Door,Door,Wall
TOP_EMPTY,Door,Door,Door,Door
TOP_EMPTY_SOUTHSTAIRN,Door,Door,Door,StairN
TOP_EMPTY,Door,Door,Door,StairS
TOP_EMPTY_SOUTHSTAIRE,Door,Door,Door,StairE
TOP_EMPTY_SOUTHSTAIRW,Door,Door,Door,StairW
TOP_EMPTY,Door,Door,StairN,Empty
TOP_DOOR_SOUTHWALLCORNER_SOUTHEASTSTAIRN,Door,Door,StairN,Wall
TOP_EMPTY,Door,Door,StairN,Door
TOP_EMPTY_SOUTHSTAIRNFULL,Door,Door,StairN,StairN
TOP_EMPTY,Door,Door,StairN,StairS
TOP_EMPTY_SOUTHSTAIRE,Door,Door,StairN,StairE
TOP_EMPTY_SOUTHSTAIRW,Door,Door,StairN,StairW
TOP_EMPTY,Door,Door,StairS,Empty
TOP_DOOR_SOUTHWALLCORNER,Door,Door,StairS,Wall
TOP_EMPTY,Door,Door,StairS,Door
TOP_EMPTY_SOUTHSTAIRN,Door,Door,StairS,StairN
TOP_EMPTY,Door,Door,StairS,StairS
TOP_EMPTY_SOUTHSTAIRE,Door,Door,StairS,StairE
TOP_EMPTY_SOUTHSTAIRW,Door,Door,StairS,StairW
TOP_EMPTY,Door,Door,StairE,Empty
TOP_DOOR_SOUTHWALLCORNER,Door,Door,StairE,Wall
TOP_EMPTY,Door,Door,StairE,Door
TOP_EMPTY_SOUTHSTAIRN,Door,Door,StairE,StairN
TOP_EMPTY,Door,Door,StairE,StairS
TOP_EMPTY_SOUTHSTAIRE,Door,Door,StairE,StairE
TOP_EMPTY_SOUTHSTAIRW,Door,Door,StairE,StairW
TOP_EMPTY_SOUTHEASTSTAIRW,Door,Door,StairW,Empty
TOP_DOOR_SOUTHWALLHORIZONTAL,Door,Door,StairW,Wall
TOP_EMPTY_SOUTHEASTSTAIRW,Door,Door,StairW,Door
TOP_EMPTY_SOUTHSTAIRN_SOUTHEASTSTAIRW,Door,Door,StairW,StairN
TOP_EMPTY_SOUTHEASTSTAIRW,Door,Door,StairW,StairS
TOP_EMPTY_SOUTHSTAIRE_SOUTHEASTSTAIRW,Door,Door,StairW,StairE
TOP_EMPTY_SOUTHSTAIRW_SOUTHEASTSTAIRW,Door,Door,StairW,StairW
TOP_EMPTY,Door,StairN,Empty,Empty
TOP_DOOR_SOUTHWALLCORNER,Door,StairN,Empty,Wall
TOP_EMPTY,Door,StairN,Empty,Door
TOP_EMPTY_SOUTHSTAIRN,Door,StairN,Empty,StairN
TOP_EMPTY,Door,StairN,Empty,StairS
TOP_EMPTY_SOUTHSTAIRE,Door,StairN,Empty,StairE
TOP_EMPTY_SOUTHSTAIRW,Door,StairN,Empty,StairW
TOP_EMPTY,Door,StairN,Wall,Empty
TOP_DOOR_SOUTHWALLHORIZONTAL,Door,StairN,Wall,Wall
TOP_EMPTY,Door,StairN,Wall,Door
TOP_EMPTY_SOUTHSTAIRNFULL,Door,StairN,Wall,StairN
TOP_EMPTY,Door,StairN,Wall,StairS
TOP_EMPTY_SOUTHSTAIRE,Door,StairN,Wall,StairE
TOP_EMPTY_SOUTHSTAIRW,Door,StairN,Wall,StairW
TOP_EMPTY,Door,StairN,Door,Empty
TOP_DOOR_SOUTHWALLCORNER,Door,StairN,Door,Wall
TOP_EMPTY,Door,StairN,Door,Door
TOP_EMPTY_SOUTHSTAIRN,Door,StairN,Door,StairN
TOP_EMPTY,Door,StairN,Door,StairS
TOP_EMPTY_SOUTHSTAIRE,Door,StairN,Door,StairE
TOP_EMPTY_SOUTHSTAIRW,Door,StairN,Door,StairW
TOP_EMPTY,Door,StairN,StairN,Empty
TOP_DOOR_SOUTHWALLCORNER_SOUTHEASTSTAIRN,Door,StairN,StairN,Wall
TOP_EMPTY,Door,StairN,StairN,Door
TOP_EMPTY_SOUTHSTAIRNFULL,Door,StairN,StairN,StairN
TOP_EMPTY,Door,StairN,StairN,StairS
TOP_EMPTY_SOUTHSTAIRE,Door,StairN,StairN,StairE
TOP_EMPTY_SOUTHSTAIRW,Door,StairN,StairN,StairW
TOP_EMPTY,Door,StairN,StairS,Empty
TOP_DOOR_SOUTHWALLCORNER,Door,StairN,StairS,Wall
TOP_EMPTY,Door,StairN,StairS,Door
TOP_EMPTY_SOUTHSTAIRN,Door,StairN,StairS,StairN
TOP_EMPTY,Door,StairN,StairS,StairS
TOP_EMPTY_SOUTHSTAIRE,Door,StairN,StairS,StairE
TOP_EMPTY_SOUTHSTAIRW,Door,StairN,StairS,StairW
TOP_EMPTY,Door,StairN,StairE,Empty
TOP_DOOR_SOUTHWALLCORNER,Door,StairN,StairE,Wall
TOP_EMPTY,Door,StairN,StairE,Door
TOP_EMPTY_SOUTHSTAIRN,Door,StairN,StairE,StairN
TOP_EMPTY,Door,StairN,StairE,StairS
TOP_EMPTY_SOUTHSTAIRE,Door,StairN,StairE,StairE
TOP_EMPTY_SOUTHSTAIRW,Door,StairN,StairE,StairW
TOP_EMPTY_SOUTHEASTSTAIRW,Door,StairN,StairW,Empty
TOP_DOOR_SOUTHWALLHORIZONTAL,Door,StairN,StairW,Wall
TOP_EMPTY_SOUTHEASTSTAIRW,Door,StairN,StairW,Door
TOP_EMPTY_SOUTHSTAIRN_SOUTHEASTSTAIRW,Door,StairN,StairW,StairN
TOP_EMPTY_SOUTHEASTSTAIRW,Door,StairN,StairW,StairS
TOP_EMPTY_SOUTHSTAIRE_SOUTHEASTSTAIRW,Door,StairN,StairW,StairE
TOP_EMPTY_SOUTHSTAIRW_SOUTHEASTSTAIRW,Door,StairN,StairW,StairW
TOP_EMPTY,Door,StairS,Empty,Empty
TOP_DOOR_SOUTHWALLCORNER,Door,StairS,Empty,Wall
TOP_EMPTY,Door,StairS,Empty,Door
TOP_EMPTY_SOUTHSTAIRN,Door,StairS,Empty,StairN
TOP_EMPTY,Door,StairS,Empty,StairS
TOP_EMPTY_SOUTHSTAIRE,Door,StairS,Empty,StairE
TOP_EMPTY_SOUTHSTAIRW,Door,StairS,Empty,StairW
TOP_EMPTY,Door,StairS,Wall,Empty
TOP_DOOR_SOUTHWALLHORIZONTAL,Door,StairS,Wall,Wall
TOP_EMPTY,Door,StairS,Wall,Door
TOP_EMPTY_SOUTHSTAIRNFULL,Door,StairS,Wall,StairN
TOP_EMPTY,Door,StairS,Wall,StairS
TOP_EMPTY_SOUTHSTAIRE,Door,StairS,Wall,StairE
TOP_EMPTY_SOUTHSTAIRW,Door,StairS,Wall,StairW
TOP_EMPTY,Door,StairS,Door,Empty
TOP_DOOR_SOUTHWALLCORNER,Door,StairS,Door,Wall
TOP_EMPTY,Door,StairS,Door,Door
TOP_EMPTY_SOUTHSTAIRN,Door,StairS,Door,StairN
TOP_EMPTY,Door,StairS,Door,StairS
TOP_EMPTY_SOUTHSTAIRE,Door,StairS,Door,StairE
TOP_EMPTY_SOUTHSTAIRW,Door,StairS,Door,StairW
TOP_EMPTY,Door,StairS,StairN,Empty
TOP_DOOR_SOUTHWALLCORNER_SOUTHEASTSTAIRN,Door,StairS,StairN,Wall
TOP_EMPTY,Door,StairS,StairN,Door
TOP_EMPTY_SOUTHSTAIRNFULL,Door,StairS,StairN,StairN
TOP_EMPTY,Door,StairS,StairN,StairS
TOP_EMPTY_SOUTHSTAIRE,Door,StairS,StairN,StairE
TOP_EMPTY_SOUTHSTAIRW,Door,StairS,StairN,StairW
TOP_EMPTY,Door,StairS,StairS,Empty
TOP_DOOR_SOUTHWALLCORNER,Door,StairS,StairS,Wall
TOP_EMPTY,Door,StairS,StairS,Door
TOP_EMPTY_SOUTHSTAIRN,Door,StairS,StairS,StairN
TOP_EMPTY,Door,StairS,StairS,StairS
TOP_EMPTY_SOUTHSTAIRE,Door,StairS,StairS,StairE
TOP_EMPTY_SOUTHSTAIRW,Door,StairS,StairS,StairW
TOP_EMPTY,Door,StairS,StairE,Empty
TOP_DOOR_SOUTHWALLCORNER,Door,StairS,StairE,Wall
TOP_EMPTY,Door,StairS,StairE,Door
TOP_EMPTY_SOUTHSTAIRN,Door,StairS,StairE,StairN
TOP_EMPTY,Door,StairS,StairE,StairS
TOP_EMPTY_SOUTHSTAIRE,Door,StairS,StairE,StairE
TOP_EMPTY_SOUTHSTAIRW,Door,StairS,StairE,StairW
TOP_EMPTY_SOUTHEASTSTAIRW,Door,StairS,StairW,Empty
TOP_DOOR_SOUTHWALLHORIZONTAL,Door,StairS,StairW,Wall
TOP_EMPTY_SOUTHEASTSTAIRW,Door,StairS,StairW,Door
TOP_EMPTY_SOUTHSTAIRN_SOUTHEASTSTAIRW,Door,StairS,StairW,StairN
TOP_EMPTY_SOUTHEASTSTAIRW,Door,StairS,StairW,StairS
TOP_EMPTY_SOUTHSTAIRE_SOUTHEASTSTAIRW,Door,StairS,StairW,StairE
TOP_EMPTY_SOUTHSTAIRW_SOUTHEASTSTAIRW,Door,StairS,StairW,StairW
TOP_EMPTY,Door,StairE,Empty,Empty
TOP_DOOR_SOUTHWALLCORNER,Door,StairE,Empty,Wall
TOP_EMPTY,Door,StairE,Empty,Door
TOP_EMPTY_SOUTHSTAIRN,Door,StairE,Empty,StairN
TOP_EMPTY,Door,StairE,Empty,StairS
TOP_EMPTY_SOUTHSTAIRE,Door,StairE,Empty,StairE
TOP_EMPTY_SOUTHSTAIRW,Door,StairE,Empty,StairW
TOP_EMPTY,Door,StairE,Wall,Empty
TOP_DOOR_SOUTHWALLHORIZONTAL,Door,StairE,Wall,Wall
TOP_EMPTY,Door,StairE,Wall,Door
TOP_EMPTY_SOUTHSTAIRNFULL,Door,StairE,Wall,StairN
TOP_EMPTY,Door,StairE,Wall,StairS
TOP_EMPTY_SOUTHSTAIRE,Door,StairE,Wall,StairE
TOP_EMPTY_SOUTHSTAIRW,Door,StairE,Wall,StairW
TOP_EMPTY,Door,StairE,Door,Empty
TOP_DOOR_SOUTHWALLCORNER,Door,StairE,Door,Wall
TOP_EMPTY,Door,StairE,Door,Door
TOP_EMPTY_SOUTHSTAIRN,Door,StairE,Door,StairN
TOP_EMPTY,Door,StairE,Door,StairS
TOP_EMPTY_SOUTHSTAIRE,Door,StairE,Door,StairE
TOP_EMPTY_SOUTHSTAIRW,Door,StairE,Door,StairW
TOP_EMPTY,Door,StairE,StairN,Empty
TOP_DOOR_SOUTHWALLCORNER_SOUTHEASTSTAIRN,Door,StairE,StairN,Wall
TOP_EMPTY,Door,StairE,StairN,Door
TOP_EMPTY_SOUTHSTAIRNFULL,Door,StairE,StairN,StairN
TOP_EMPTY,Door,StairE,StairN,StairS
TOP_EMPTY_SOUTHSTAIRE,Door,StairE,StairN,StairE
TOP_EMPTY_SOUTHSTAIRW,Door,StairE,StairN,StairW
TOP_EMPTY,Door,StairE,StairS,Empty
TOP_DOOR_SOUTHWALLCORNER,Door,StairE,StairS,Wall
TOP_EMPTY,Door,StairE,StairS,Door
TOP_EMPTY_SOUTHSTAIRN,Door,StairE,StairS,StairN
TOP_EMPTY,Door,StairE,StairS,StairS
TOP_EMPTY_SOUTHSTAIRE,Door,StairE,StairS,StairE
TOP_EMPTY_SOUTHSTAIRW,Door,StairE,StairS,StairW
TOP_EMPTY,Door,StairE,StairE,Empty
TOP_DOOR_SOUTHWALLCORNER,Door,StairE,StairE,Wall
TOP_EMPTY,Door,StairE,StairE,Door
TOP_EMPTY_SOUTHSTAIRN,Door,StairE,StairE,StairN
TOP_EMPTY,Door,StairE,StairE,StairS
TOP_EMPTY_SOUTHSTAIRE,Door,StairE,StairE,StairE
TOP_EMPTY_SOUTHSTAIRW,Door,StairE,StairE,StairW
TOP_EMPTY_SOUTHEASTSTAIRW,Door,StairE,StairW,Empty
TOP_DOOR_SOUTHWALLHORIZONTAL,Door,StairE,StairW,Wall
TOP_EMPTY_SOUTHEASTSTAIRW,Door,StairE,StairW,Door
TOP_EMPTY_SOUTHSTAIRN_SOUTHEASTSTAIRW,Door,StairE,StairW,StairN
TOP_EMPTY_SOUTHEASTSTAIRW,Door,StairE,StairW,StairS
TOP_EMPTY_SOUTHSTAIRE_SOUTHEASTSTAIRW,Door,StairE,StairW,StairE
TOP_EMPTY_SOUTHSTAIRW_SOUTHEASTSTAIRW,Door,StairE,StairW,StairW
TOP_EMPTY_EASTSTAIRW,Door,StairW,Empty,Empty
TOP_DOOR_SOUTHWALLCORNER_EASTSTAIRW,Door,StairW,Empty,Wall
TOP_EMPTY_EASTSTAIRW,Door,StairW,Empty,Door
TOP_EMPTY_SOUTHSTAIRN_EASTSTAIRW,Door,StairW,Empty,StairN
TOP_EMPTY_EASTSTAIRW,Door,StairW,Empty,StairS
TOP_EMPTY_SOUTHSTAIRE_EASTSTAIRW,Door,StairW,Empty,StairE
TOP_EMPTY_SOUTHSTAIRW_EASTSTAIRW,Door,StairW,Empty,StairW
TOP_EMPTY_EASTSTAIRWFULL,Door,StairW,Wall,Empty
TOP_DOOR_SOUTHWALLHORIZONTAL_EASTSTAIRWFULL,Door,StairW,Wall,Wall
TOP_EMPTY_EASTSTAIRWFULL,Door,StairW,Wall,Door
TOP_EMPTY_SOUTHSTAIRNFULL_EASTSTAIRWFULL,Door,StairW,Wall,StairN
TOP_EMPTY_EASTSTAIRWFULL,Door,StairW,Wall,StairS
TOP_EMPTY_SOUTHSTAIRE_EASTSTAIRWFULL,Door,StairW,Wall,StairE
TOP_EMPTY_SOUTHSTAIRW_EASTSTAIRWFULL,Door,StairW,Wall,StairW
TOP_EMPTY_EASTSTAIRW,Door,StairW,Door,Empty
TOP_DOOR_SOUTHWALLCORNER_EASTSTAIRW,Door,StairW,Door,Wall
TOP_EMPTY_EASTSTAIRW,Door,StairW,Door,Door
TOP_EMPTY_SOUTHSTAIRN_EASTSTAIRW,Door,StairW,Door,StairN
TOP_EMPTY_EASTSTAIRW,Door,StairW,Door,StairS
TOP_EMPTY_SOUTHSTAIRE_EASTSTAIRW,Door,StairW,Door,StairE
TOP_EMPTY_SOUTHSTAIRW_EASTSTAIRW,Door,StairW,Door,StairW
TOP_EMPTY_EASTSTAIRW,Door,StairW,StairN,Empty
TOP_DOOR_SOUTHWALLCORNER_SOUTHEASTSTAIRN_EASTSTAIRW,Door,StairW,StairN,Wall
TOP_EMPTY_EASTSTAIRW,Door,StairW,StairN,Door
TOP_EMPTY_SOUTHSTAIRNFULL_SOUTHEASTSTAIRN_EASTSTAIRW,Door,StairW,StairN,StairN
TOP_EMPTY_EASTSTAIRW,Door,StairW,StairN,StairS
TOP_EMPTY_SOUTHSTAIRE_EASTSTAIRW,Door,StairW,StairN,StairE
TOP_EMPTY_SOUTHSTAIRW_EASTSTAIRW,Door,StairW,StairN,StairW
TOP_EMPTY_EASTSTAIRW,Door,StairW,StairS,Empty
TOP_DOOR_SOUTHWALLCORNER_EASTSTAIRW,Door,StairW,StairS,Wall
TOP_EMPTY_EASTSTAIRW,Door,StairW,StairS,Door
TOP_EMPTY_SOUTHSTAIRN_EASTSTAIRW,Door,StairW,StairS,StairN
TOP_EMPTY_EASTSTAIRW,Door,StairW,StairS,StairS
TOP_EMPTY_SOUTHSTAIRE_EASTSTAIRW,Door,StairW,StairS,StairE
TOP_EMPTY_SOUTHSTAIRW_EASTSTAIRW,Door,StairW,StairS,StairW
TOP_EMPTY_EASTSTAIRW,Door,StairW,StairE,Empty
TOP_DOOR_SOUTHWALLCORNER_EASTSTAIRW,Door,StairW,StairE,Wall
TOP_EMPTY_EASTSTAIRW,Door,StairW,StairE,Door
TOP_EMPTY_SOUTHSTAIRN_EASTSTAIRW,Door,StairW,StairE,StairN
TOP_EMPTY_EASTSTAIRW,Door,StairW,StairE,StairS
TOP_EMPTY_SOUTHSTAIRE_EASTSTAIRW,Door,StairW,StairE,StairE
TOP_EMPTY_SOUTHSTAIRW_EASTSTAIRW,Door,StairW,StairE,StairW
TOP_EMPTY_EASTSTAIRWFULL,Door,StairW,StairW,Empty
TOP_DOOR_SOUTHWALLHORIZONTAL_EASTSTAIRWFULL,Door,StairW,StairW,Wall
TOP_EMPTY_EASTSTAIRWFULL,Door,StairW,StairW,Door
TOP_EMPTY_SOUTHSTAIRNFULL_EASTSTAIRWFULL,Door,StairW,StairW,StairN
TOP_EMPTY_EASTSTAIRWFULL,Door,StairW,StairW,StairS
TOP_EMPTY_SOUTHSTAIRE_EASTSTAIRWFULL,Door,StairW,StairW,StairE
TOP_EMPTY_SOUTHSTAIRW_EASTSTAIRWFULL,Door,StairW,StairW,StairW
TOP_EMPTY,StairN,Empty,Empty,Empty
TOP_EMPTY_SOUTHWALLCORNER,StairN,Empty,Empty,Wall
TOP_EMPTY,StairN,Empty,Empty,Door
TOP_EMPTY_SOUTHSTAIRN,StairN,Empty,Empty,StairN
TOP_EMPTY,StairN,Empty,Empty,StairS
TOP_EMPTY_SOUTHSTAIRE,StairN,Empty,Empty,StairE
TOP_EMPTY_SOUTHSTAIRW,StairN,Empty,Empty,StairW
TOP_EMPTY,StairN,Empty,Wall,Empty
TOP_EMPTY_SOUTHWALLHORIZONTAL,StairN,Empty,Wall,Wall
TOP_EMPTY,StairN,Empty,Wall,Door
TOP_EMPTY_SOUTHSTAIRNFULL,StairN,Empty,Wall,StairN
TOP_EMPTY,StairN,Empty,Wall,StairS
TOP_EMPTY_SOUTHSTAIRE,StairN,Empty,Wall,StairE
TOP_EMPTY_SOUTHSTAIRW,StairN,Empty,Wall,StairW
TOP_EMPTY,StairN,Empty,Door,Empty
TOP_EMPTY_SOUTHWALLCORNER,StairN,Empty,Door,Wall
TOP_EMPTY,StairN,Empty,Door,Door
TOP_EMPTY_SOUTHSTAIRN,StairN,Empty,Door,StairN
TOP_EMPTY,StairN,Empty,Door,StairS
TOP_EMPTY_SOUTHSTAIRE,StairN,Empty,Door,StairE
TOP_EMPTY_SOUTHSTAIRW,StairN,Empty,Door,StairW
TOP_EMPTY,StairN,Empty,StairN,Empty
TOP_EMPTY_SOUTHWALLCORNER_SOUTHEASTSTAIRN,StairN,Empty,StairN,Wall
TOP_EMPTY,StairN,Empty,StairN,Door
TOP_EMPTY_SOUTHSTAIRNFULL,StairN,Empty,StairN,StairN
TOP_EMPTY,StairN,Empty,StairN,StairS
TOP_EMPTY_SOUTHSTAIRE,StairN,Empty,StairN,StairE
TOP_EMPTY_SOUTHSTAIRW,StairN,Empty,StairN,StairW
TOP_EMPTY,StairN,Empty,StairS,Empty
TOP_EMPTY_SOUTHWALLCORNER,StairN,Empty,StairS,Wall
TOP_EMPTY,StairN,Empty,StairS,Door
TOP_EMPTY_SOUTHSTAIRN,StairN,Empty,StairS,StairN
TOP_EMPTY,StairN,Empty,StairS,StairS
TOP_EMPTY_SOUTHSTAIRE,StairN,Empty,StairS,StairE
TOP_EMPTY_SOUTHSTAIRW,StairN,Empty,StairS,StairW
TOP_EMPTY,StairN,Empty,StairE,Empty
TOP_EMPTY_SOUTHWALLCORNER,StairN,Empty,StairE,Wall
TOP_EMPTY,StairN,Empty,StairE,Door
TOP_EMPTY_SOUTHSTAIRN,StairN,Empty,StairE,StairN
TOP_EMPTY,StairN,Empty,StairE,StairS
TOP_EMPTY_SOUTHSTAIRE,StairN,Empty,StairE,StairE
TOP_EMPTY_SOUTHSTAIRW,StairN,Empty,StairE,StairW
TOP_EMPTY_SOUTHEASTSTAIRW,StairN,Empty,StairW,Empty
TOP_EMPTY_SOUTHWALLHORIZONTAL,StairN,Empty,StairW,Wall
TOP_EMPTY_SOUTHEASTSTAIRW,StairN,Empty,StairW,Door
TOP_EMPTY_SOUTHSTAIRN_SOUTHEASTSTAIRW,StairN,Empty,StairW,StairN
TOP_EMPTY_SOUTHEASTSTAIRW,StairN,Empty,StairW,StairS
TOP_EMPTY_SOUTHSTAIRE_SOUTHEASTSTAIRW,StairN,Empty,StairW,StairE
TOP_EMPTY_SOUTHSTAIRW_SOUTHEASTSTAIRW,StairN,Empty,StairW,StairW
TOP_EMPTY,StairN,Wall,Empty,Empty
TOP_EMPTY_SOUTHWALLCORNER,StairN,Wall,Empty,Wall
TOP_EMPTY,StairN,Wall,Empty,Door
TOP_EMPTY_SOUTHSTAIRN,StairN,Wall,Empty,StairN
TOP_EMPTY,StairN,Wall,Empty,StairS
TOP_EMPTY_SOUTHSTAIRE,StairN,Wall,Empty,StairE
TOP_EMPTY_SOUTHSTAIRW,StairN,Wall,Empty,StairW
TOP_EMPTY,StairN,Wall,Wall,Empty
TOP_EMPTY_SOUTHWALLHORIZONTAL,StairN,Wall,Wall,Wall
TOP_EMPTY,StairN,Wall,Wall,Door
TOP_EMPTY_SOUTHSTAIRNFULL,StairN,Wall,Wall,StairN
TOP_EMPTY,StairN,Wall,Wall,StairS
TOP_EMPTY_SOUTHSTAIRE,StairN,Wall,Wall,StairE
TOP_EMPTY_SOUTHSTAIRW,StairN,Wall,Wall,StairW
TOP_EMPTY,StairN,Wall,Door,Empty
TOP_EMPTY_SOUTHWALLCORNER,StairN,Wall,Door,Wall
TOP_EMPTY,StairN,Wall,Door,Door
TOP_EMPTY_SOUTHSTAIRN,StairN,Wall,Door,StairN
TOP_EMPTY,StairN,Wall,Door,StairS
TOP_EMPTY_SOUTHSTAIRE,StairN,Wall,Door,StairE
TOP_EMPTY_SOUTHSTAIRW,StairN,Wall,Door,StairW
TOP_EMPTY,StairN,Wall,StairN,Empty
TOP_EMPTY_SOUTHWALLCORNER_SOUTHEASTSTAIRN,StairN,Wall,StairN,Wall
TOP_EMPTY,StairN,Wall,StairN,Door
TOP_EMPTY_SOUTHSTAIRNFULL,StairN,Wall,StairN,StairN
TOP_EMPTY,StairN,Wall,StairN,StairS
TOP_EMPTY_SOUTHSTAIRE,StairN,Wall,StairN,StairE
TOP_EMPTY_SOUTHSTAIRW,StairN,Wall,StairN,StairW
TOP_EMPTY,StairN,Wall,StairS,Empty
TOP_EMPTY_SOUTHWALLCORNER,StairN,Wall,StairS,Wall
TOP_EMPTY,StairN,Wall,StairS,Door
TOP_EMPTY_SOUTHSTAIRN,StairN,Wall,StairS,StairN
TOP_EMPTY,StairN,Wall,StairS,StairS
TOP_EMPTY_SOUTHSTAIRE,StairN,Wall,StairS,StairE
TOP_EMPTY_SOUTHSTAIRW,StairN,Wall,StairS,StairW
TOP_EMPTY,StairN,Wall,StairE,Empty
TOP_EMPTY_SOUTHWALLCORNER,StairN,Wall,StairE,Wall
TOP_EMPTY,StairN,Wall,StairE,Door
TOP_EMPTY_SOUTHSTAIRN,StairN,Wall,StairE,StairN
TOP_EMPTY,StairN,Wall,StairE,StairS
TOP_EMPTY_SOUTHSTAIRE,StairN,Wall,StairE,StairE
TOP_EMPTY_SOUTHSTAIRW,StairN,Wall,StairE,StairW
TOP_EMPTY_SOUTHEASTSTAIRWFULL,StairN,Wall,StairW,Empty
TOP_EMPTY_SOUTHWALLHORIZONTAL_SOUTHEASTSTAIRWFULL,StairN,Wall,StairW,Wall
TOP_EMPTY_SOUTHEASTSTAIRWFULL,StairN,Wall,StairW,Door
TOP_EMPTY_SOUTHSTAIRN_SOUTHEASTSTAIRWFULL,StairN,Wall,StairW,StairN
TOP_EMPTY_SOUTHEASTSTAIRWFULL,StairN,Wall,StairW,StairS
TOP_EMPTY_SOUTHSTAIRE_SOUTHEASTSTAIRWFULL,StairN,Wall,StairW,StairE
TOP_EMPTY_SOUTHSTAIRW_SOUTHEASTSTAIRWFULL,StairN,Wall,StairW,StairW
TOP_EMPTY,StairN,Door,Empty,Empty
TOP_EMPTY_SOUTHWALLCORNER,StairN,Door,Empty,Wall
TOP_EMPTY,StairN,Door,Empty,Door
TOP_EMPTY_SOUTHSTAIRN,StairN,Door,Empty,StairN
TOP_EMPTY,StairN,Door,Empty,StairS
TOP_EMPTY_SOUTHSTAIRE,StairN,Door,Empty,StairE
TOP_EMPTY_SOUTHSTAIRW,StairN,Door,Empty,StairW
TOP_EMPTY,StairN,Door,Wall,Empty
TOP_EMPTY_SOUTHWALLHORIZONTAL,StairN,Door,Wall,Wall
TOP_EMPTY,StairN,Door,Wall,Door
TOP_EMPTY_SOUTHSTAIRNFULL,StairN,Door,Wall,StairN
TOP_EMPTY,StairN,Door,Wall,StairS
TOP_EMPTY_SOUTHSTAIRE,StairN,Door,Wall,StairE
TOP_EMPTY_SOUTHSTAIRW,StairN,Door,Wall,StairW
TOP_EMPTY,StairN,Door,Door,Empty
TOP_EMPTY_SOUTHWALLCORNER,StairN,Door,Door,Wall
TOP_EMPTY,StairN,Door,Door,Door
TOP_EMPTY_SOUTHSTAIRN,StairN,Door,Door,StairN
TOP_EMPTY,StairN,Door,Door,StairS
TOP_EMPTY_SOUTHSTAIRE,StairN,Door,Door,StairE
TOP_EMPTY_SOUTHSTAIRW,StairN,Door,Door,StairW
TOP_EMPTY,StairN,Door,StairN,Empty
TOP_EMPTY_SOUTHWALLCORNER_SOUTHEASTSTAIRN,StairN,Door,StairN,Wall
TOP_EMPTY,StairN,Door,StairN,Door
TOP_EMPTY_SOUTHSTAIRNFULL,StairN,Door,StairN,StairN
TOP_EMPTY,StairN,Door,StairN,StairS
TOP_EMPTY_SOUTHSTAIRE,StairN,Door,StairN,StairE
TOP_EMPTY_SOUTHSTAIRW,StairN,Door,StairN,StairW
TOP_EMPTY,StairN,Door,StairS,Empty
TOP_EMPTY_SOUTHWALLCORNER,StairN,Door,StairS,Wall
TOP_EMPTY,StairN,Door,StairS,Door
TOP_EMPTY_SOUTHSTAIRN,StairN,Door,StairS,StairN
TOP_EMPTY,StairN,Door,StairS,StairS
